Time,AzResolver,ElResolver,avgAzResolver,avgElResolver
21:38:29,479,518,475.5,522.5
21:38:32,478,525,475.5,522.5
21:38:34,478,542,476.5,522.5
21:38:37,445,519,476.5,522.5
21:38:39,473,519,476.5,522.5
21:38:42,478,513,476.5,522.5
21:38:44,473,474,476.5,522.5
21:38:46,468,519,476.5,522.5
21:38:49,459,516,476.5,522.5
21:38:51,479,521,476.5,521.5
21:38:54,485,527,476.5,521.5
21:38:56,474,528,476.5,521.5
21:38:58,476,518,477.5,521.5
21:39:01,480,522,477.5,521.5
21:39:03,458,528,477.5,520.5
21:39:06,479,523,477.5,520.5
21:39:08,503,520,477.5,520.5
21:39:11,436,487,477.5,520.5
21:39:13,458,523,477.5,520.5
21:39:15,471,487,477.5,521.5
21:39:18,498,511,477.5,521.5
21:39:20,478,521,478.0,521.5
21:39:23,504,524,478.0,521.5
21:39:25,477,523,478.0,521.5
21:39:28,478,524,478.0,522.5
21:39:30,486,521,478.0,522.5
21:39:32,496,496,477.5,521.5
21:39:35,471,517,477.5,521.5
21:39:37,479,520,477.0,522.5
21:39:40,476,524,477.0,522.5
21:39:42,437,516,477.0,522.5
21:39:45,477,524,477.0,522.5
21:39:47,450,523,477.0,522.5
21:39:49,478,521,477.0,522.0
21:39:52,461,508,477.0,522.0
21:39:54,477,525,477.0,522.0
21:39:57,476,494,477.0,522.0
21:39:59,474,521,477.5,522.0
21:40:02,480,510,477.5,521.5
21:40:04,490,522,477.5,521.5
21:40:06,417,518,477.5,522.0
21:40:09,472,528,477.5,522.0
21:40:11,475,522,477.5,521.5
21:40:14,480,499,477.5,521.5
21:40:16,475,522,477.5,521.5
21:40:19,467,522,477.5,521.5
21:40:21,475,518,477.5,521.5
21:40:23,518,518,478.0,521.5
21:40:26,484,524,478.0,521.5
21:40:28,476,518,477.5,519.5
21:40:30,477,536,477.5,519.5
21:40:32,469,520,477.5,519.5
21:40:35,477,528,477.0,520.5
21:40:37,488,514,477.0,520.5
21:40:40,479,538,477.0,521.5
21:40:42,475,514,477.0,521.5
21:40:44,466,519,477.0,521.5
21:40:47,483,510,477.0,521.5
21:40:49,465,599,477.0,521.5
21:40:52,477,483,475.5,521.5
21:40:54,487,529,475.5,521.5
21:40:56,487,537,475.5,521.5
21:40:59,505,531,475.5,521.5
21:41:01,492,520,475.5,521.5
21:41:04,478,522,475.5,521.5
21:41:06,480,499,475.5,521.5
21:41:09,462,514,475.0,521.5
21:41:11,491,518,475.0,521.5
21:41:13,435,521,475.0,521.5
21:41:16,478,520,475.0,520.5
21:41:18,469,520,475.0,520.5
21:41:21,478,547,475.0,519.0
21:41:23,478,518,475.0,519.0
21:41:26,482,517,477.0,520.5
21:41:28,480,476,477.0,520.5
21:41:30,478,519,478.0,520.5
21:41:33,478,520,478.0,520.5
21:41:35,514,534,478.0,520.5
21:41:38,478,523,478.0,520.5
21:41:40,442,518,478.0,520.5
21:41:43,509,525,478.0,520.5
21:41:45,464,518,478.0,520.5
21:41:47,478,508,478.0,520.5
21:41:50,476,520,478.0,520.0
21:41:52,486,521,478.0,520.0
21:41:55,476,511,477.5,520.0
21:41:57,493,521,477.5,520.0
21:42:00,478,531,477.5,520.0
21:42:02,486,510,477.5,520.0
21:42:04,477,504,477.5,520.0
21:42:07,527,520,477.5,520.0
21:42:09,485,519,477.5,520.0
21:42:12,444,535,476.5,520.0
21:42:14,478,517,476.5,520.0
21:42:17,481,535,476.0,519.0
21:42:19,480,519,476.0,519.0
21:42:21,502,518,476.0,519.0
21:42:24,478,521,476.5,519.0
21:42:26,478,516,476.5,519.0
21:42:29,483,522,477.5,519.0
21:42:31,478,514,477.5,519.0
21:42:34,455,489,477.0,519.0
21:42:36,471,526,477.0,518.5
21:42:38,477,527,477.0,518.5
21:42:41,511,511,477.5,519.5
21:42:43,485,537,477.5,519.5
21:42:46,480,520,478.0,519.5
21:42:48,482,520,478.0,519.5
21:42:51,474,516,478.0,519.5
21:42:53,486,529,478.0,520.5
21:42:55,469,516,478.0,520.5
21:42:58,482,521,478.0,520.0
21:43:00,499,518,478.0,520.0
21:43:03,471,566,478.5,520.0
21:43:05,526,515,478.5,520.0
21:43:08,479,517,478.5,520.0
21:43:10,478,530,478.5,520.0
21:43:12,480,519,478.5,520.0
21:43:15,477,522,478.0,520.5
21:43:17,480,520,478.0,520.5
21:43:20,433,520,477.5,520.5
21:43:22,489,529,477.5,520.5
21:43:25,469,541,477.0,520.5
21:43:27,478,533,477.0,520.0
21:43:29,477,521,477.0,520.0
21:43:36,485,510,477.0,520.0
21:43:39,477,514,477.0,520.0
21:43:41,470,507,477.0,520.0
21:43:44,480,517,477.0,520.0
21:43:46,480,519,477.0,520.0
21:43:49,478,520,477.0,520.0
21:43:51,475,526,477.0,520.0
21:43:53,475,506,477.0,520.0
21:43:56,491,517,477.0,520.0
21:43:58,467,506,477.0,520.0
21:44:01,477,526,477.0,520.0
